0.11037 	 0.052314 
0.10501 	 0.0528244 
0.10501 	 0.0528244 
0.104831 	 0.0519382 
0.104634 	 0.0511105 
0.104419 	 0.0503412 
0.104186 	 0.0496305 
0.103935 	 0.0489783 
0.103665 	 0.0483846 
0.103378 	 0.0478495 
0.103073 	 0.0473728 
0.10275 	 0.0469546 
0.10275 	 0.0469546 
0.102261 	 0.046419 
0.101751 	 0.0459464 
0.101219 	 0.0455368 
0.100665 	 0.0451903 
0.10009 	 0.0449067 
0.099493 	 0.0446862 
0.0988746 	 0.0445286 
0.0982346 	 0.0444341 
0.0975729 	 0.0444026 
0.0975729 	 0.0444026 
0.0965507 	 0.0444746 
0.0955745 	 0.0446906 
0.0946441 	 0.0450507 
0.0937596 	 0.0455549 
0.0929211 	 0.046203 
0.0921285 	 0.0469952 
0.0913817 	 0.0479314 
0.0906809 	 0.0490116 
0.090026 	 0.0502359 
0.090026 	 0.0502359 
0.0895129 	 0.0514134 
0.0890592 	 0.0527097 
0.0886649 	 0.0541248 
0.08833 	 0.0556588 
0.0880546 	 0.0573115 
0.0878385 	 0.0590831 
0.0876819 	 0.0609736 
0.0875847 	 0.0629828 
0.0875469 	 0.0651109 
0.0875469 	 0.0651109 
0.0879718 	 0.0643543 
0.0884201 	 0.06364 
0.0888918 	 0.062968 
0.0893869 	 0.0623383 
0.0899054 	 0.0617509 
0.0904473 	 0.0612058 
0.0910127 	 0.060703 
0.0916014 	 0.0602426 
0.0922135 	 0.0598244 
0.0922135 	 0.0598244 
0.0928414 	 0.0594419 
0.0934774 	 0.0591043 
0.0941215 	 0.0588117 
0.0947737 	 0.0585642 
0.095434 	 0.0583616 
0.0961024 	 0.0582041 
0.0967789 	 0.0580916 
0.0974635 	 0.058024 
0.0981563 	 0.0580015 
0.0981563 	 0.0580015 
0.0992982 	 0.05806 
0.100407 	 0.0582356 
0.101482 	 0.0585282 
0.102524 	 0.0589378 
0.103533 	 0.0594644 
0.104508 	 0.060108 
