0.0634631 	 0.0407554 
0.0595881 	 0.0407554 
0.0595881 	 0.0407554 
0.0595881 	 0.0360679 
0.0595881 	 0.0360679 
0.0634631 	 0.0360679 
0.0634631 	 0.0360679 
0.0634631 	 0.0290679 
0.0634631 	 0.0290679 
0.0694006 	 0.0267866 
0.0694006 	 0.0267866 
0.0694006 	 0.0360679 
0.0694006 	 0.0360679 
0.0785881 	 0.0360679 
0.0785881 	 0.0360679 
0.0785881 	 0.0407554 
0.0785881 	 0.0407554 
0.0694006 	 0.0407554 
0.0694006 	 0.0407554 
0.0694006 	 0.0573804 
0.0694006 	 0.0573804 
0.069418 	 0.0582878 
0.0694701 	 0.059135 
0.0695569 	 0.059922 
0.0696784 	 0.0606489 
0.0698346 	 0.0613155 
0.0700256 	 0.061922 
0.0702513 	 0.0624683 
0.0705117 	 0.0629544 
0.0708069 	 0.0633804 
0.0708069 	 0.0633804 
0.0711475 	 0.0637542 
0.0715306 	 0.0640841 
0.0719562 	 0.0643699 
0.0724241 	 0.0646118 
0.0729346 	 0.0648098 
0.0734874 	 0.0649637 
0.0740827 	 0.0650736 
0.0747204 	 0.0651396 
0.0754006 	 0.0651616 
0.0754006 	 0.0651616 
0.0759095 	 0.0651473 
0.0764222 	 0.0651045 
0.0769388 	 0.0650331 
0.0774592 	 0.0649332 
0.0779835 	 0.0648047 
0.0785117 	 0.0646477 
0.0790437 	 0.0644621 
0.0795796 	 0.064248 
0.0801194 	 0.0640054 
0.0801194 	 0.0640054 
0.0809944 	 0.0692241 
0.0809944 	 0.0692241 
0.080166 	 0.0694209 
0.07932 	 0.0695945 
0.0784562 	 0.0697449 
0.0775746 	 0.0698723 
0.0766753 	 0.0699764 
0.0757582 	 0.0700574 
0.0748234 	 0.0701153 
0.0738709 	 0.07015 
0.0729006 	 0.0701616 
0.0729006 	 0.0701616 
0.0720337 	 0.0701253 
0.0711969 	 0.0700165 
0.0703902 	 0.0698352 
0.0696136 	 0.0695814 
0.068867 	 0.069255 
0.0681506 	 0.0688561 
0.0674643 	 0.0683846 
0.066808 	 0.0678406 
0.0661819 	 0.0672241 
0.0661819 	 0.0672241 
0.0656113 	 0.0665455 
0.0651078 	 0.065829 
0.0646714 	 0.0650748 
0.0643022 	 0.0642828 
0.0640001 	 0.0634529 
0.0637652 	 0.0625852 
0.0635974 	 0.0616797 
0.0634967 	 0.0607365 
0.0634631 	 0.0597554 
0.0634631 	 0.0597554 
0.0634631 	 0.0407554 
0.105619 	 0.0656929 
0.104781 	 0.0666307 
0.103849 	 0.0674583 
0.102824 	 0.0681755 
0.101706 	 0.0687824 
0.100494 	 0.0692789 
0.0991888 	 0.0696651 
0.0977903 	 0.0699409 
0.0962984 	 0.0701064 
0.0947131 	 0.0701616 
0.0947131 	 0.0701616 
0.0938508 	 0.0701265 
0.093014 	 0.0700212 
0.0922027 	 0.0698456 
0.0914168 	 0.0695999 
0.0906564 	 0.0692839 
0.0899214 	 0.0688977 
0.089212 	 0.0684413 
0.0885279 	 0.0679147 
0.0878694 	 0.0673179 
0.0878694 	 0.0673179 
0.087266 	 0.066662 
0.0867336 	 0.0659722 
0.0862721 	 0.0652484 
0.0858817 	 0.0644907 
0.0855623 	 0.063699 
0.0853138 	 0.0628734 
0.0851363 	 0.0620138 
0.0850299 	 0.0611203 
0.0849944 	 0.0601929 
0.0849944 	 0.0601929 
0.0850491 	 0.0590806 
0.0852135 	 0.0580077 
0.0854874 	 0.0569741 
0.0858709 	 0.0559799 
0.086364 	 0.055025 
0.0869666 	 0.0541095 
0.0876788 	 0.0532334 
0.0885005 	 0.0523966 
0.0894319 	 0.0515991 
0.0894319 	 0.0515991 
0.090455 	 0.050858 
0.0915383 	 0.0502041 
0.0926819 	 0.0496373 
0.0938856 	 0.0491578 
0.0951494 	 0.0487654 
0.0964735 	 0.0484602 
0.0978578 	 0.0482422 
0.0993022 	 0.0481115 
0.100807 	 0.0480679 
0.100807 	 0.0480679 
0.10123 	 0.0480779 
0.101665 	 0.048108 
0.102112 	 0.0481581 
0.102572 	 0.0482284 
0.103045 	 0.0483186 
0.103529 	 0.048429 
0.104026 	 0.0485594 
0.104535 	 0.0487098 
0.105057 	 0.0488804 
0.105057 	 0.0488804 
0.104967 	 0.0471751 
0.104699 	 0.0456705 
0.104251 	 0.0443665 
0.103625 	 0.0432631 
0.102819 	 0.0423603 
0.101835 	 0.0416582 
0.100671 	 0.0411566 
0.0993285 	 0.0408557 
0.0978069 	 0.0407554 
0.0978069 	 0.0407554 
0.0966024 	 0.0407924 
0.0954612 	 0.0409035 
0.0943832 	 0.0410887 
0.0933686 	 0.041348 
0.0924172 	 0.0416813 
0.0915291 	 0.0420887 
0.0907042 	 0.0425702 
0.0899427 	 0.0431257 
0.0892444 	 0.0437554 
0.0892444 	 0.0437554 
0.0867444 	 0.0387866 
0.0867444 	 0.0387866 
0.0871352 	 0.0384861 
0.0875576 	 0.0381956 
0.0880117 	 0.0379151 
0.0884974 	 0.0376447 
0.0890148 	 0.0373842 
0.0895638 	 0.0371338 
0.0901444 	 0.0368935 
0.0907567 	 0.0366632 
0.0914006 	 0.0364429 
0.0914006 	 0.0364429 
0.0920638 	 0.036233 
0.0927201 	 0.0360478 
0.0933694 	 0.0358873 
0.0940117 	 0.0357515 
0.0946471 	 0.0356404 
0.0952756 	 0.035554 
0.0958971 	 0.0354923 
0.0965117 	 0.0354552 
0.0971194 	 0.0354429 
0.0971194 	 0.0354429 
0.098688 	 0.0354838 
0.100158 	 0.0356065 
0.101529 	 0.0358109 
0.102801 	 0.0360972 
0.103975 	 0.0364653 
0.10505 	 0.0369151 
0.106026 	 0.0374467 
0.106903 	 0.0380601 
